kind	fq	name	receiver	params	return	raw
constructor	kotlin.UIntArray.<init>	<init>		IntArray		constructor <init>(kotlin/IntArray)
constructor	kotlin.ULong.<init>	<init>		Long		constructor <init>(kotlin/Long)
property	kotlin.ULong.Companion.MAX_VALUE	MAX_VALUE	Companion		ULong	final const val MAX_VALUE
property	kotlin.ULong.Companion.MIN_VALUE	MIN_VALUE	Companion		ULong	final const val MIN_VALUE
property	kotlin.ULong.Companion.SIZE_BITS	SIZE_BITS	Companion		Int	final const val SIZE_BITS
property	kotlin.ULong.Companion.SIZE_BYTES	SIZE_BYTES	Companion		Int	final const val SIZE_BYTES
constructor	kotlin.ULongArray.<init>	<init>		Int		constructor <init>(kotlin/Int)
constructor	kotlin.ULongArray.<init>	<init>		LongArray		constructor <init>(kotlin/LongArray)
constructor	kotlin.UShort.<init>	<init>		Short		constructor <init>(kotlin/Short)
property	kotlin.UShort.Companion.MAX_VALUE	MAX_VALUE	Companion		UShort	final const val MAX_VALUE
property	kotlin.UShort.Companion.MIN_VALUE	MIN_VALUE	Companion		UShort	final const val MIN_VALUE
property	kotlin.UShort.Companion.SIZE_BITS	SIZE_BITS	Companion		Int	final const val SIZE_BITS
property	kotlin.UShort.Companion.SIZE_BYTES	SIZE_BYTES	Companion		Int	final const val SIZE_BYTES
constructor	kotlin.UShortArray.<init>	<init>		Int		constructor <init>(kotlin/Int)
constructor	kotlin.UShortArray.<init>	<init>		ShortArray		constructor <init>(kotlin/ShortArray)
object	kotlin.Unit	Unit				final object kotlin/Unit {
function	kotlin.Unit.toString	toString	Unit		String	final fun toString(): kotlin/String
class	kotlin.UnsafeVariance	UnsafeVariance				open annotation class kotlin/UnsafeVariance : kotlin/Annotation {
constructor	kotlin.UnsafeVariance.<init>	<init>				constructor <init>()
constructor	kotlin.UnsupportedOperationException.<init>	<init>				constructor <init>()
constructor	kotlin.UnsupportedOperationException.<init>	<init>		String		constructor <init>(kotlin/String?)
constructor	kotlin.UnsupportedOperationException.<init>	<init>		Throwable		constructor <init>(kotlin/Throwable?)
constructor	kotlin.UnsupportedOperationException.<init>	<init>		String|Throwable		constructor <init>(kotlin/String?, kotlin/Throwable?)
enumClass	kotlin.annotation.AnnotationRetention	AnnotationRetention				final enum class kotlin.annotation/AnnotationRetention : kotlin/Enum<kotlin.annotation/AnnotationRetention> {
property	kotlin.annotation.AnnotationRetention.entries	entries	AnnotationRetention		EnumEntries	final val entries
function	kotlin.annotation.AnnotationRetention.valueOf	valueOf	AnnotationRetention	String	AnnotationRetention	final fun valueOf(kotlin/String): kotlin.annotation/AnnotationRetention
function	kotlin.annotation.AnnotationRetention.values	values	AnnotationRetention		Array	final fun values(): kotlin/Array<kotlin.annotation/AnnotationRetention>
enumClass	kotlin.annotation.AnnotationTarget	AnnotationTarget				final enum class kotlin.annotation/AnnotationTarget : kotlin/Enum<kotlin.annotation/AnnotationTarget> {
property	kotlin.annotation.AnnotationTarget.entries	entries	AnnotationTarget		EnumEntries	final val entries
function	kotlin.annotation.AnnotationTarget.valueOf	valueOf	AnnotationTarget	String	AnnotationTarget	final fun valueOf(kotlin/String): kotlin.annotation/AnnotationTarget
function	kotlin.annotation.AnnotationTarget.values	values	AnnotationTarget		Array	final fun values(): kotlin/Array<kotlin.annotation/AnnotationTarget>
class	kotlin.annotation.MustBeDocumented	MustBeDocumented				open annotation class kotlin.annotation/MustBeDocumented : kotlin/Annotation {
constructor	kotlin.annotation.MustBeDocumented.<init>	<init>				constructor <init>()
class	kotlin.annotation.Repeatable	Repeatable				open annotation class kotlin.annotation/Repeatable : kotlin/Annotation {
constructor	kotlin.annotation.Repeatable.<init>	<init>				constructor <init>()
class	kotlin.annotation.Retention	Retention				open annotation class kotlin.annotation/Retention : kotlin/Annotation {
property	kotlin.annotation.Retention.value	value	Retention		AnnotationRetention	final val value
constructor	kotlin.annotation.Retention.<init>	<init>		AnnotationRetention		constructor <init>(kotlin.annotation/AnnotationRetention = ...)
class	kotlin.annotation.Target	Target				open annotation class kotlin.annotation/Target : kotlin/Annotation {
property	kotlin.annotation.Target.allowedTargets	allowedTargets	Target		Array	final val allowedTargets
constructor	kotlin.annotation.Target.<init>	<init>		Array		constructor <init>(kotlin/Array<out kotlin.annotation/AnnotationTarget>...)
property	kotlin.collections.AbstractCollection.size	size	AbstractCollection		Int	abstract val size
constructor	kotlin.collections.AbstractCollection.<init>	<init>				constructor <init>()
function	kotlin.collections.AbstractCollection.contains	contains	AbstractCollection		Boolean	open fun contains(#A): kotlin/Boolean
function	kotlin.collections.AbstractCollection.containsAll	containsAll	AbstractCollection	Collection	Boolean	open fun containsAll(kotlin.collections/Collection<#A>): kotlin/Boolean
function	kotlin.collections.AbstractCollection.isEmpty	isEmpty	AbstractCollection		Boolean	open fun isEmpty(): kotlin/Boolean
function	kotlin.collections.AbstractCollection.toArray	toArray	AbstractCollection		Array	open fun toArray(): kotlin/Array<kotlin/Any?>
function	kotlin.collections.AbstractCollection.toArray	toArray	AbstractCollection	Array	Array	open fun <#A1: kotlin/Any?> toArray(kotlin/Array<#A1>): kotlin/Array<#A1>
function	kotlin.collections.AbstractCollection.toString	toString	AbstractCollection		String	open fun toString(): kotlin/String
constructor	kotlin.collections.AbstractIterator.<init>	<init>				constructor <init>()
function	kotlin.collections.AbstractIterator.computeNext	computeNext	AbstractIterator		Unit	abstract fun computeNext()
function	kotlin.collections.AbstractIterator.done	done	AbstractIterator		Unit	final fun done()
function	kotlin.collections.AbstractIterator.next	next	AbstractIterator		#A	open fun next(): #A
function	kotlin.collections.AbstractIterator.setNext	setNext	AbstractIterator		Unit	final fun setNext(#A)
class	kotlin.collections.AbstractList	AbstractList				abstract class <#A: out kotlin/Any?> kotlin.collections/AbstractList : kotlin.collections/AbstractCollection<#A>, kotlin.collections/List<#A> {
property	kotlin.collections.AbstractList.size	size	AbstractList		Int	abstract val size
constructor	kotlin.collections.AbstractList.<init>	<init>				constructor <init>()
function	kotlin.collections.AbstractList.equals	equals	AbstractList	Any	Boolean	open fun equals(kotlin/Any?): kotlin/Boolean
function	kotlin.collections.AbstractList.get	get	AbstractList	Int	#A	abstract fun get(kotlin/Int): #A
function	kotlin.collections.AbstractList.hashCode	hashCode	AbstractList		Int	open fun hashCode(): kotlin/Int
function	kotlin.collections.AbstractList.indexOf	indexOf	AbstractList		Int	open fun indexOf(#A): kotlin/Int
function	kotlin.collections.AbstractList.iterator	iterator	AbstractList		Iterator	open fun iterator(): kotlin.collections/Iterator<#A>
function	kotlin.collections.AbstractList.lastIndexOf	lastIndexOf	AbstractList		Int	open fun lastIndexOf(#A): kotlin/Int
function	kotlin.collections.AbstractList.listIterator	listIterator	AbstractList		ListIterator	open fun listIterator(): kotlin.collections/ListIterator<#A>
function	kotlin.collections.AbstractList.listIterator	listIterator	AbstractList	Int	ListIterator	open fun listIterator(kotlin/Int): kotlin.collections/ListIterator<#A>
function	kotlin.collections.AbstractList.subList	subList	AbstractList	Int|Int	List	open fun subList(kotlin/Int, kotlin/Int): kotlin.collections/List<#A>
class	kotlin.collections.AbstractMap	AbstractMap				abstract class <#A: kotlin/Any?, #B: out kotlin/Any?> kotlin.collections/AbstractMap : kotlin.collections/Map<#A, #B> {
property	kotlin.collections.AbstractMap.keys	keys	AbstractMap		Set	open val keys
property	kotlin.collections.AbstractMap.size	size	AbstractMap		Int	open val size
property	kotlin.collections.AbstractMap.values	values	AbstractMap		Collection	open val values
constructor	kotlin.collections.AbstractMap.<init>	<init>				constructor <init>()
function	kotlin.collections.AbstractMap.containsKey	containsKey	AbstractMap		Boolean	open fun containsKey(#A): kotlin/Boolean
function	kotlin.collections.AbstractMap.containsValue	containsValue	AbstractMap		Boolean	open fun containsValue(#B): kotlin/Boolean
function	kotlin.collections.AbstractMap.equals	equals	AbstractMap	Any	Boolean	open fun equals(kotlin/Any?): kotlin/Boolean
function	kotlin.collections.AbstractMap.get	get	AbstractMap		#B	open fun get(#A): #B?
function	kotlin.collections.AbstractMap.hashCode	hashCode	AbstractMap		Int	open fun hashCode(): kotlin/Int
function	kotlin.collections.AbstractMap.isEmpty	isEmpty	AbstractMap		Boolean	open fun isEmpty(): kotlin/Boolean
function	kotlin.collections.AbstractMap.toString	toString	AbstractMap		String	open fun toString(): kotlin/String
constructor	kotlin.collections.AbstractMutableCollection.<init>	<init>				constructor <init>()
function	kotlin.collections.AbstractMutableCollection.addAll	addAll	AbstractMutableCollection	Collection	Boolean	open fun addAll(kotlin.collections/Collection<#A>): kotlin/Boolean
function	kotlin.collections.AbstractMutableCollection.clear	clear	AbstractMutableCollection		Unit	open fun clear()
function	kotlin.collections.AbstractMutableCollection.remove	remove	AbstractMutableCollection		Boolean	open fun remove(#A): kotlin/Boolean
function	kotlin.collections.AbstractMutableCollection.removeAll	removeAll	AbstractMutableCollection	Collection	Boolean	open fun removeAll(kotlin.collections/Collection<#A>): kotlin/Boolean
function	kotlin.collections.AbstractMutableCollection.retainAll	retainAll	AbstractMutableCollection	Collection	Boolean	open fun retainAll(kotlin.collections/Collection<#A>): kotlin/Boolean
class	kotlin.collections.AbstractMutableList	AbstractMutableList				abstract class <#A: kotlin/Any?> kotlin.collections/AbstractMutableList : kotlin.collections/AbstractMutableCollection<#A>, kotlin.collections/MutableList<#A> {
property	kotlin.collections.AbstractMutableList.modCount	modCount	AbstractMutableList		Int	final var modCount
constructor	kotlin.collections.AbstractMutableList.<init>	<init>				constructor <init>()
function	kotlin.collections.AbstractMutableList.add	add	AbstractMutableList		Boolean	open fun add(#A): kotlin/Boolean
function	kotlin.collections.AbstractMutableList.add	add	AbstractMutableList	Int|	Unit	abstract fun add(kotlin/Int, #A)
function	kotlin.collections.AbstractMutableList.addAll	addAll	AbstractMutableList	Int|Collection	Boolean	open fun addAll(kotlin/Int, kotlin.collections/Collection<#A>): kotlin/Boolean
function	kotlin.collections.AbstractMutableList.clear	clear	AbstractMutableList		Unit	open fun clear()
function	kotlin.collections.AbstractMutableList.contains	contains	AbstractMutableList		Boolean	open fun contains(#A): kotlin/Boolean
function	kotlin.collections.AbstractMutableList.equals	equals	AbstractMutableList	Any	Boolean	open fun equals(kotlin/Any?): kotlin/Boolean
function	kotlin.collections.AbstractMutableList.hashCode	hashCode	AbstractMutableList		Int	open fun hashCode(): kotlin/Int
function	kotlin.collections.AbstractMutableList.indexOf	indexOf	AbstractMutableList		Int	open fun indexOf(#A): kotlin/Int
function	kotlin.collections.AbstractMutableList.iterator	iterator	AbstractMutableList		MutableIterator	open fun iterator(): kotlin.collections/MutableIterator<#A>
function	kotlin.collections.AbstractMutableList.lastIndexOf	lastIndexOf	AbstractMutableList		Int	open fun lastIndexOf(#A): kotlin/Int
function	kotlin.collections.AbstractMutableList.listIterator	listIterator	AbstractMutableList		MutableListIterator	open fun listIterator(): kotlin.collections/MutableListIterator<#A>
function	kotlin.collections.AbstractMutableList.listIterator	listIterator	AbstractMutableList	Int	MutableListIterator	open fun listIterator(kotlin/Int): kotlin.collections/MutableListIterator<#A>
function	kotlin.collections.AbstractMutableList.removeAll	removeAll	AbstractMutableList	Collection	Boolean	open fun removeAll(kotlin.collections/Collection<#A>): kotlin/Boolean
function	kotlin.collections.AbstractMutableList.removeAt	removeAt	AbstractMutableList	Int	#A	abstract fun removeAt(kotlin/Int): #A
function	kotlin.collections.AbstractMutableList.removeRange	removeRange	AbstractMutableList	Int|Int	Unit	open fun removeRange(kotlin/Int, kotlin/Int)
function	kotlin.collections.AbstractMutableList.retainAll	retainAll	AbstractMutableList	Collection	Boolean	open fun retainAll(kotlin.collections/Collection<#A>): kotlin/Boolean
function	kotlin.collections.AbstractMutableList.set	set	AbstractMutableList	Int|	#A	abstract fun set(kotlin/Int, #A): #A
function	kotlin.collections.AbstractMutableList.subList	subList	AbstractMutableList	Int|Int	MutableList	open fun subList(kotlin/Int, kotlin/Int): kotlin.collections/MutableList<#A>
class	kotlin.collections.AbstractMutableMap	AbstractMutableMap				abstract class <#A: kotlin/Any?, #B: kotlin/Any?> kotlin.collections/AbstractMutableMap : kotlin.collections/AbstractMap<#A, #B>, kotlin.collections/MutableMap<#A, #B> {
property	kotlin.collections.AbstractMutableMap.keys	keys	AbstractMutableMap		MutableSet	open val keys
property	kotlin.collections.AbstractMutableMap.values	values	AbstractMutableMap		MutableCollection	open val values
constructor	kotlin.collections.AbstractMutableMap.<init>	<init>				constructor <init>()
function	kotlin.collections.AbstractMutableMap.clear	clear	AbstractMutableMap		Unit	open fun clear()
function	kotlin.collections.AbstractMutableMap.put	put	AbstractMutableMap	|	#B	abstract fun put(#A, #B): #B?
function	kotlin.collections.AbstractMutableMap.putAll	putAll	AbstractMutableMap	Map	Unit	open fun putAll(kotlin.collections/Map<out #A, #B>)
function	kotlin.collections.AbstractMutableMap.remove	remove	AbstractMutableMap		#B	open fun remove(#A): #B?
class	kotlin.collections.AbstractMutableSet	AbstractMutableSet				abstract class <#A: kotlin/Any?> kotlin.collections/AbstractMutableSet : kotlin.collections/AbstractMutableCollection<#A>, kotlin.collections/MutableSet<#A> {
constructor	kotlin.collections.AbstractMutableSet.<init>	<init>				constructor <init>()
function	kotlin.collections.AbstractMutableSet.add	add	AbstractMutableSet		Boolean	abstract fun add(#A): kotlin/Boolean
function	kotlin.collections.AbstractMutableSet.equals	equals	AbstractMutableSet	Any	Boolean	open fun equals(kotlin/Any?): kotlin/Boolean
function	kotlin.collections.AbstractMutableSet.hashCode	hashCode	AbstractMutableSet		Int	open fun hashCode(): kotlin/Int
class	kotlin.collections.AbstractSet	AbstractSet				abstract class <#A: out kotlin/Any?> kotlin.collections/AbstractSet : kotlin.collections/AbstractCollection<#A>, kotlin.collections/Set<#A> {
constructor	kotlin.collections.AbstractSet.<init>	<init>				constructor <init>()
function	kotlin.collections.AbstractSet.equals	equals	AbstractSet	Any	Boolean	open fun equals(kotlin/Any?): kotlin/Boolean
function	kotlin.collections.AbstractSet.hashCode	hashCode	AbstractSet		Int	open fun hashCode(): kotlin/Int
property	kotlin.collections.ArrayDeque.size	size	ArrayDeque		Int	final var size
constructor	kotlin.collections.ArrayDeque.<init>	<init>				constructor <init>()
constructor	kotlin.collections.ArrayDeque.<init>	<init>		Collection		constructor <init>(kotlin.collections/Collection<#A>)
constructor	kotlin.collections.ArrayDeque.<init>	<init>		Int		constructor <init>(kotlin/Int)
function	kotlin.collections.ArrayDeque.add	add	ArrayDeque		Boolean	final fun add(#A): kotlin/Boolean
function	kotlin.collections.ArrayDeque.add	add	ArrayDeque	Int|	Unit	final fun add(kotlin/Int, #A)
function	kotlin.collections.ArrayDeque.addAll	addAll	ArrayDeque	Collection	Boolean	final fun addAll(kotlin.collections/Collection<#A>): kotlin/Boolean
function	kotlin.collections.ArrayDeque.addAll	addAll	ArrayDeque	Int|Collection	Boolean	final fun addAll(kotlin/Int, kotlin.collections/Collection<#A>): kotlin/Boolean
function	kotlin.collections.ArrayDeque.clear	clear	ArrayDeque		Unit	final fun clear()
function	kotlin.collections.ArrayDeque.contains	contains	ArrayDeque		Boolean	final fun contains(#A): kotlin/Boolean
function	kotlin.collections.ArrayDeque.first	first	ArrayDeque		#A	final fun first(): #A
function	kotlin.collections.ArrayDeque.firstOrNull	firstOrNull	ArrayDeque		#A	final fun firstOrNull(): #A?
function	kotlin.collections.ArrayDeque.get	get	ArrayDeque	Int	#A	final fun get(kotlin/Int): #A
function	kotlin.collections.ArrayDeque.indexOf	indexOf	ArrayDeque		Int	final fun indexOf(#A): kotlin/Int
function	kotlin.collections.ArrayDeque.last	last	ArrayDeque		#A	final fun last(): #A
function	kotlin.collections.ArrayDeque.lastIndexOf	lastIndexOf	ArrayDeque		Int	final fun lastIndexOf(#A): kotlin/Int
